iso3,year,esperance_vie,medecins,uhc,vaccination_dtp3,sante_mentale,services_veterinaires,maladies_animales,vaccination_animale,bien_etre_animal,faune_sauvage,qualite_air,qualite_eau,biodiversite,couverture_forestiere,traitement_eaux_usees,liberte_presse,surveillance_epidemiologique,partage_donnees,preparation_pandemies,gestion_crises
TUR,2010,,,,,,,,,,,,,,27.3937866247418,,,,,,
TUR,2020,,,,,,,,,,,,,,28.8714836999597,,,,,,
TUR,2026,,,,,,,,,,,,,,29.4795681041539,,,,,,
TUV,2000,,,,,,,,,,,,,,33.3333333333333,,,,,,
TUV,2010,,,,,,,,,,,,,,33.3333333333333,,,,,,
TUV,2020,,,,,,,,,,,,,,33.3333333333333,,,,,,
TUV,2026,,,,,,,,,,,,,,33.3333333333333,,,,,,
TZA,2000,,,,,,,,,,,,,,60.5893090991194,,,,,,
TZA,2010,,,,,,,,,,,,,,56.3897155114021,,,,,,
TZA,2020,,,,,,,,,,,,,,51.642582975841,,,,,,
TZA,2026,,,,,,,,,,,,,,50.0541883043576,,,,,,
UGA,2000,,,,,,,,,,,,,,15.8297882988839,,,,,,
UGA,2010,,,,,,,,,,,,,,13.7164372631159,,,,,,
UGA,2020,,,,,,,,,,,,,,11.6591861160981,,,,,,
UGA,2026,,,,,,,,,,,,,,11.0419703770197,,,,,,
UKR,2000,,,,,,,,,,,,,,16.4149477863122,,,,,,
UKR,2010,,,,,,,,,,,,,,16.4813919768004,,,,,,
UKR,2020,,,,,,,,,,,,,,16.7241974456334,,,,,,
UKR,2026,,,,,,,,,,,,,,16.7552640662755,,,,,,
URY,2000,,,,,,,,,,,,,,7.82196320420523,,,,,,
URY,2010,,,,,,,,,,,,,,9.89201234144669,,,,,,
URY,2020,,,,,,,,,,,,,,11.6043880699349,,,,,,
URY,2026,,,,,,,,,,,,,,11.9643469317792,,,,,,
USA,2000,,,,,,,,,,,,,,33.1301735880689,,,,,,
USA,2010,,,,,,,,,,,,,,33.7494069366007,,,,,,
USA,2020,,,,,,,,,,,,,,33.8669264120375,,,,,,
USA,2026,,,,,,,,,,,,,,33.8669264120375,,,,,,
UZB,2000,,,,,,,,,,,,,,6.7928870436847,,,,,,
UZB,2010,,,,,,,,,,,,,,7.6844723004781,,,,,,
UZB,2020,,,,,,,,,,,,,,8.37322137751049,,,,,,
UZB,2026,,,,,,,,,,,,,,8.54914331101781,,,,,,
VCT,2000,,,,,,,,,,,,,,73.1794871794872,,,,,,
VCT,2010,,,,,,,,,,,,,,73.1794871794872,,,,,,
VCT,2020,,,,,,,,,,,,,,73.1794871794872,,,,,,
VCT,2026,,,,,,,,,,,,,,73.1794871794872,,,,,,
VEN,2000,,,,,,,,,,,,,,55.7235984354628,,,,,,
VEN,2010,,,,,,,,,,,,,,53.8574910719347,,,,,,
VEN,2020,,,,,,,,,,,,,,52.4130151351964,,,,,,
VEN,2026,,,,,,,,,,,,,,52.2338793719177,,,,,,
VGB,2000,74.753,,,,,,,,,,,,,24.4666666666667,,,,,,
VGB,2010,76.289,,,,,,,,,,,,,24.2666666666667,,,,,,
VGB,2020,76.894,,,,,,,,,,,,,24.1333333333333,,,,,,
VGB,2026,77.431,,,,,,,,,,,,,24.1333333333333,,,,,,
VIR,2000,,,,,,,,,,,,,,58.4857142857143,,,,,,
VIR,2010,,,,,,,,,,,,,,52.6571428571429,,,,,,
VIR,2020,,,,,,,,,,,,,,56.8857142857143,,,,,,
VIR,2026,,,,,,,,,,,,,,58.1714285714286,,,,,,
VNM,2000,,,,,,,,,,,,,,37.8836880344628,,,,,,
VNM,2010,,,,,,,,,,,,,,42.7332154461943,,,,,,
VNM,2020,,,,,,,,,,,,,,46.7190017515929,,,,,,
VNM,2026,,,,,,,,,,,,,,47.4454820708996,,,,,,
VUT,2000,,,,,,,,,,,,,,36.2838392124692,,,,,,
VUT,2010,,,,,,,,,,,,,,36.2838392124692,,,,,,
VUT,2020,,,,,,,,,,,,,,36.2838392124692,,,,,,
VUT,2026,,,,,,,,,,,,,,36.2838392124692,,,,,,
WSM,2000,,,,,,,,,,,,,,60.5335689045936,,,,,,
WSM,2010,,,,,,,,,,,,,,58.8303886925795,,,,,,
WSM,2020,,,,,,,,,,,,,,58.1546762589928,,,,,,
WSM,2026,,,,,,,,,,,,,,57.636690647482,,,,,,
XKX,2000,,,,,,,,,,,,,,,,,,,,
XKX,2010,,,,,,,,,,,,,,,,,,,,
XKX,2020,,,,,,,,,,,,,,,,,,,,
XKX,2026,,,,,,,,,,,,,,,,,,,,
YEM,2000,,,,,,,,,,,,,,1.03983180862549,,,,,,
YEM,2010,,,,,,,,,,,,,,1.03983180862549,,,,,,
YEM,2020,,,,,,,,,,,,,,1.03983180862549,,,,,,
YEM,2026,,,,,,,,,,,,,,1.03983180862549,,,,,,
ZAF,2000,,,,,,,,,,,,,,14.6552110725503,,,,,,
ZAF,2010,,,,,,,,,,,,,,14.3551508956467,,,,,,
ZAF,2020,,,,,,,,,,,,,,14.055090718743,,,,,,
ZAF,2026,,,,,,,,,,,,,,13.965072665672,,,,,,
ZMB,2000,,,,,,,,,,,,,,63.2965199962335,,,,,,
ZMB,2010,,,,,,,,,,,,,,62.8149423586543,,,,,,
ZMB,2020,,,,,,,,,,,,,,60.283337144702,,,,,,
ZMB,2026,,,,,,,,,,,,,,59.523784150984,,,,,,
ZWE,2000,,,,,,,,,,,,,,47.4757141010728,,,,,,
ZWE,2010,,,,,,,,,,,,,,46.284813235104,,,,,,
ZWE,2020,,,,,,,,,,,,,,45.0939123691353,,,,,,
ZWE,2026,,,,,,,,,,,,,,44.7366421093447,,,,,,
