Année,Semestre,Région mondiale,Pays,Division administrative,Maladie,Génotype/sérotype/sous-type,Catégorie animale,Event_id,Espèce,Outbreak_id,Nouveaux foyers,Sensibles,Unités de mesure,Cas,Mis à mort et éliminés,Abattus/mis a mort à des fins commerciales,Morts,Vaccinés
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Peste porcine africaine  (Inf. par le virus de la)","",Domestique,-,"",-,4,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Peste porcine africaine  (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,10575,Animal,489,10274,0,301,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Domestique,-,"Bovins",-,-,6757,Animal,148,24,1,24,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Tous,-,"",-,15,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Pleuropneumonie contagieuse caprine","",Domestique,-,"Caprins",-,-,9361,Animal,456,209,0,211,2767
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Pleuropneumonie contagieuse caprine","",Tous,-,"",-,43,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Pullorose","",Domestique,-,"Oiseaux",-,-,123299,Animal,749,236,0,240,32924
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Pullorose","",Tous,-,"",-,48,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Domestique,-,"Bovins",-,-,74,Animal,10,2,0,2,52
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Tous,-,"",-,6,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Salmonellose (S. abortusovis)","",Domestique,-,"Ovins",-,-,864,Animal,81,4,0,9,45
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Salmonellose (S. abortusovis)","",Tous,-,"",-,16,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Septicémie hémorragique (Pasteurella multocida sérotypes 6:B et 6:E)","not typed",Domestique,-,"Bovins",-,-,26012,Animal,58,23,0,24,1664
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Septicémie hémorragique (Pasteurella multocida sérotypes 6:B et 6:E)","not typed",Tous,-,"",-,13,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"Suidés",-,-,50,Animal,38,38,0,32,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Taenia solium (Inf. à) (Cysticercose porcine)","",Domestique,-,"Suidés",-,-,16,Animal,2,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Taenia solium (Inf. à) (Cysticercose porcine)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Trypanosomose (transmise par la mouche tsé-tsé) (-2021)","",Domestique,-,"Bovins",-,-,5,Animal,2,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Trypanosomose (transmise par la mouche tsé-tsé) (-2021)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,12,Animal,4,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Gansu","Typhose aviaire","",Tous,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,495,Animal,228,5,0,50,20
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Bronchite infectieuse aviaire","",Tous,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,86,Animal,21,86,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Brucella melitensis (Inf. à)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,42,Animal,11,0,0,4,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Gastro-entérite transmissible","",Domestique,-,"Suidés",-,-,1000,Animal,20,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Gastro-entérite transmissible","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Laryngotrachéite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,120,Animal,30,5,0,5,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Laryngotrachéite infectieuse aviaire","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Pullorose","",Domestique,-,"Oiseaux",-,-,51451,Animal,829,100,0,133,12
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Pullorose","",Tous,-,"",-,9,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,460,Animal,196,0,0,42,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangdong","Typhose aviaire","",Tous,-,"",-,4,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,182222,Animal,8462,870,0,917,10413
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Bronchite infectieuse aviaire","",Tous,-,"",-,45,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Bursite infectieuse (maladie de Gumboro)","not typed",Domestique,-,"Oiseaux",-,-,22849,Animal,258,65,3,73,14748
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Bursite infectieuse (maladie de Gumboro)","not typed",Tous,-,"",-,7,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Clavelée et variole caprine","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,43,Animal,1,0,0,1,40
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Clavelée et variole caprine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Gastro-entérite transmissible","",Domestique,-,"Suidés",-,-,8324,Animal,758,45,0,63,45
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Gastro-entérite transmissible","",Tous,-,"",-,46,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Hépatite virale du canard","",Domestique,-,"",-,12,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Hépatite virale du canard","",Domestique,-,"Oiseaux",-,-,39097,Animal,1933,389,0,943,3500
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Laryngotrachéite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,100860,Animal,8463,650,0,701,8000
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Laryngotrachéite infectieuse aviaire","",Tous,-,"",-,19,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Maladie d'Aujeszky  (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,247,Animal,29,8,0,8,119
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Maladie d'Aujeszky  (Inf. par le virus de la)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"Oiseaux",-,-,6,Animal,3,3,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Mycoplasma gallisepticum (Inf. à) (Mycoplasmose aviaire)","",Domestique,-,"Oiseaux",-,-,41763,Animal,958,233,0,261,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Mycoplasma gallisepticum (Inf. à) (Mycoplasmose aviaire)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Domestique,-,"Bovins",-,-,45,Animal,2,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Pleuropneumonie contagieuse caprine","",Domestique,-,"Caprins",-,-,418,Animal,29,7,0,8,61
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Pleuropneumonie contagieuse caprine","",Tous,-,"",-,6,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Pullorose","",Domestique,-,"Oiseaux",-,-,259190,Animal,14115,1210,14,2099,266
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Pullorose","",Tous,-,"",-,137,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Salmonellose (S. abortusovis)","",Domestique,-,"Ovins",-,-,400,Animal,11,3,0,3,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Salmonellose (S. abortusovis)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Septicémie hémorragique (Pasteurella multocida sérotypes 6:B et 6:E)","not typed",Domestique,-,"Bovins",-,-,311,Animal,32,8,0,12,60
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Septicémie hémorragique (Pasteurella multocida sérotypes 6:B et 6:E)","not typed",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Domestique,-,"Suidés",-,-,270,Animal,12,0,0,12,250
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Syndrome dysgénésique et respiratoire du porc  (Inf. par le virus du)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Trichomonose","",Domestique,-,"Bovins",-,-,6,Animal,1,1,0,1,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Trichomonose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,2253,Animal,130,23,0,40,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guangxi","Typhose aviaire","",Tous,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guizhou","Pullorose","",Domestique,-,"Oiseaux",-,-,2300,Animal,11,0,0,5,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Guizhou","Pullorose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,6104,Animal,535,127,0,140,122
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Bronchite infectieuse aviaire","",Tous,-,"",-,7,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Gastro-entérite transmissible","",Domestique,-,"Suidés",-,-,572,Animal,36,1,1,1,12
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Gastro-entérite transmissible","",Tous,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Laryngotrachéite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,9473,Animal,976,209,2,276,8224
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Laryngotrachéite infectieuse aviaire","",Tous,-,"",-,7,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Pleuropneumonie contagieuse caprine","",Domestique,-,"Caprins",-,-,717,Animal,136,86,0,86,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Pleuropneumonie contagieuse caprine","",Tous,-,"",-,4,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Pullorose","",Domestique,-,"Oiseaux",-,-,8067,Animal,588,230,0,230,4667
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Pullorose","",Tous,-,"",-,6,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,1146,Animal,65,23,0,23,22
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hainan","Typhose aviaire","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Arthrite/encéphalite caprine","",Domestique,-,"Caprins",-,-,81,Animal,4,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Arthrite/encéphalite caprine","",Tous,-,"",-,4,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Babésiose bovine","",Domestique,-,"Bovins",-,-,576,Animal,17,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Babésiose bovine","",Tous,-,"",-,9,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,194112,Animal,4662,66,0,66,2743
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Bronchite infectieuse aviaire","",Tous,-,"",-,44,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,304,Animal,43,43,0,0,244
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Brucella melitensis (Inf. à)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Bursite infectieuse (maladie de Gumboro)","not typed",Domestique,-,"Oiseaux",-,-,13486,Animal,337,44,0,44,1825
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Bursite infectieuse (maladie de Gumboro)","not typed",Tous,-,"",-,16,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Chlamydia abortus (Inf. à) (Avortement enzootique des brebis ou chlamydiose ovine)","",Domestique,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Chlamydia abortus (Inf. à) (Avortement enzootique des brebis ou chlamydiose ovine)","",Domestique,-,"Ovins",-,-,505,Animal,12,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Encéphalite japonaise","",Domestique,-,"Suidés",-,-,10725,Animal,1,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Encéphalite japonaise","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Gastro-entérite transmissible","",Domestique,-,"Suidés",-,-,28679,Animal,1030,109,0,68,1779
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Gastro-entérite transmissible","",Tous,-,"",-,135,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Laryngotrachéite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,68572,Animal,411,28,0,28,22814
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Laryngotrachéite infectieuse aviaire","",Tous,-,"",-,35,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Maladie d'Aujeszky  (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,289,Animal,19,10,0,10,155
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Maladie d'Aujeszky  (Inf. par le virus de la)","",Tous,-,"",-,5,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Mycoplasma gallisepticum (Inf. à) (Mycoplasmose aviaire)","",Domestique,-,"Oiseaux",-,-,170002,Animal,4494,112,0,101,1242
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Mycoplasma gallisepticum (Inf. à) (Mycoplasmose aviaire)","",Tous,-,"",-,31,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Domestique,-,"Bovins",-,-,4552,Animal,53,4,0,4,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Tous,-,"",-,15,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Pleuropneumonie contagieuse caprine","",Domestique,-,"Caprins",-,-,441,Animal,26,3,0,3,244
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Pleuropneumonie contagieuse caprine","",Tous,-,"",-,6,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Pullorose","",Domestique,-,"Oiseaux",-,-,57862,Animal,2665,57,0,57,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Pullorose","",Tous,-,"",-,74,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Domestique,-,"Bovins",-,-,120,Animal,3,1,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Salmonellose (S. abortusovis)","",Domestique,-,"Ovins",-,-,212,Animal,21,1,0,1,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Salmonellose (S. abortusovis)","",Tous,-,"",-,4,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Septicémie hémorragique (Pasteurella multocida sérotypes 6:B et 6:E)","not typed",Domestique,-,"Bovins",-,-,167,Animal,14,6,0,6,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Septicémie hémorragique (Pasteurella multocida sérotypes 6:B et 6:E)","not typed",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,19128,Animal,269,11,0,11,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Hebei","Typhose aviaire","",Tous,-,"",-,11,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,8115,Animal,1034,106,35,71,8000
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Bronchite infectieuse aviaire","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Bursite infectieuse (maladie de Gumboro)","not typed",Domestique,-,"Oiseaux",-,-,3000,Animal,25,0,0,15,3000
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Bursite infectieuse (maladie de Gumboro)","not typed",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Fièvre charbonneuse","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Fièvre charbonneuse","",Domestique,-,"Bovins",-,-,13,Animal,1,0,0,1,12
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Gastro-entérite transmissible","",Domestique,-,"Suidés",-,-,28185,Animal,13036,5740,4,6064,2460
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Gastro-entérite transmissible","",Tous,-,"",-,31,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Laryngotrachéite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,12,Animal,12,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Laryngotrachéite infectieuse aviaire","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Maladie d'Aujeszky  (Inf. par le virus de la)","",Domestique,-,"Suidés",-,-,2191,Animal,804,322,0,322,1958
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Maladie d'Aujeszky  (Inf. par le virus de la)","",Tous,-,"",-,12,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"Oiseaux",-,-,600,Animal,50,38,0,12,580
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Domestique,-,"Bovins",-,-,333,Animal,9,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Tous,-,"",-,6,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Pullorose","",Domestique,-,"Oiseaux",-,-,14429,Animal,258,0,0,61,85
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Pullorose","",Tous,-,"",-,18,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,100,Animal,41,15,0,15,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Heilongjiang","Typhose aviaire","",Tous,-,"",-,2,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Arthrite/encéphalite caprine","",Domestique,-,"Caprins",-,-,120,Animal,5,2,3,2,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Arthrite/encéphalite caprine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Babésiose bovine","",Domestique,-,"Bovins",-,-,6,Animal,2,0,0,0,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Babésiose bovine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,192090,Animal,5843,575,26,451,5690
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Bronchite infectieuse aviaire","",Tous,-,"",-,20,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Brucella melitensis (Inf. à)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,590,Animal,151,160,11,11,79
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Brucella melitensis (Inf. à)","",Tous,-,"",-,20,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Bursite infectieuse (maladie de Gumboro)","not typed",Domestique,-,"Oiseaux",-,-,70126,Animal,5561,351,0,348,43695
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Bursite infectieuse (maladie de Gumboro)","not typed",Tous,-,"",-,16,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Chlamydia abortus (Inf. à) (Avortement enzootique des brebis ou chlamydiose ovine)","",Domestique,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Chlamydia abortus (Inf. à) (Avortement enzootique des brebis ou chlamydiose ovine)","",Domestique,-,"Ovins",-,-,18,Animal,1,1,0,1,0
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Encéphalite japonaise","",Domestique,-,"Suidés",-,-,5460,Animal,15,3,0,3,260
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Encéphalite japonaise","",Tous,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Gastro-entérite transmissible","",Domestique,-,"Suidés",-,-,17291,Animal,1037,234,0,234,133
2020,Jan-Jui 2020,Asie,Chine (Rép. populaire de),"Henan","Gastro-entérite transmissible","",Tous,-,"",-,36,-,-,-,-,-,-,-
